trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
735,False,"{'a': 0.5, 'e': 0.7181267501964751}",25,14,-18.4602094353408,"{0: 8, 1: 2, 2: 0, 3: 1, 4: 0}",1
736,False,"{'a': 0.5, 'e': 0.7173975995013474}",35,5,-91.2981618749493,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",1
737,False,"{'a': 0.5, 'e': 0.7166676620931199}",20,15,1.895143780587412,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.5, 'e': 0.7159369387722575}",20,0,-53.08762714192157,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
739,False,"{'a': 0.5, 'e': 0.7152054303400862}",20,9,-58.91778575389151,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
740,False,"{'a': 0.5, 'e': 0.7144731375987934}",25,0,-32.95909529419973,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
741,False,"{'a': 0.5, 'e': 0.7137400613514264}",30,3,-39.70231635173672,"{0: 20, 1: 3, 2: 3, 3: 1, 4: 0}",1
742,False,"{'a': 0.5, 'e': 0.7130062024018922}",20,0,-85.84447939524983,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
743,False,"{'a': 0.5, 'e': 0.7122715615549555}",30,18,-7.375367768967408,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
744,False,"{'a': 0.5, 'e': 0.7115361396162387}",25,0,-68.56807511254218,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
745,False,"{'a': 0.5, 'e': 0.7107999373922207}",20,2,5.942654462674919,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
746,False,"{'a': 0.5, 'e': 0.7100629556902364}",30,0,-152.68512972497894,"{0: 19, 1: 1, 2: 7, 3: 1, 4: 2}",0
747,False,"{'a': 0.5, 'e': 0.7093251953184749}",20,0,-225.05934341026287,"{0: 10, 1: 1, 2: 3, 3: 2, 4: 4}",0
748,False,"{'a': 0.5, 'e': 0.7085866570859799}",30,0,-170.96047626067255,"{0: 18, 1: 4, 2: 5, 3: 0, 4: 3}",0
749,False,"{'a': 0.5, 'e': 0.7078473418026474}",20,0,-113.03514029578731,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
750,False,"{'a': 0.5, 'e': 0.7071072502792262}",25,0,-20.096889540275107,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
751,False,"{'a': 0.5, 'e': 0.7063663833273158}",25,0,-92.89330748558717,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
752,False,"{'a': 0.5, 'e': 0.7056247417593664}",20,1,-24.253257738266093,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
753,False,"{'a': 0.5, 'e': 0.7048823263886774}",20,0,-7.276820135643345,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
754,False,"{'a': 0.5, 'e': 0.7041391380293972}",20,0,-105.79411610358353,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
755,False,"{'a': 0.5, 'e': 0.7033951774965213}",30,0,-224.77472688324195,"{0: 18, 1: 1, 2: 6, 3: 1, 4: 4}",0
756,False,"{'a': 0.5, 'e': 0.7026504456058923}",20,0,12.964226762286994,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
757,False,"{'a': 0.5, 'e': 0.7019049431741987}",25,10,-30.385246229749228,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
758,False,"{'a': 0.5, 'e': 0.701158671018974}",30,13,-44.570077237667704,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
759,False,"{'a': 0.5, 'e': 0.7004116299585957}",20,0,-120.65883991035305,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
760,False,"{'a': 0.5, 'e': 0.6996638208122845}",20,9,-41.02566972943824,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
761,False,"{'a': 0.5, 'e': 0.6989152444001034}",25,0,-121.91635624121501,"{0: 15, 1: 0, 2: 8, 3: 1, 4: 1}",0
762,False,"{'a': 0.5, 'e': 0.698165901542957}",20,0,-102.9364974091177,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
763,False,"{'a': 0.5, 'e': 0.69741579306259}",25,0,-121.82756924580026,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
764,False,"{'a': 0.5, 'e': 0.6966649197815872}",20,2,-58.93124826537245,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
765,False,"{'a': 0.5, 'e': 0.6959132825233715}",20,0,-30.285427213250266,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
766,False,"{'a': 0.5, 'e': 0.6951608821122042}",25,0,-55.341117281701756,"{0: 17, 1: 0, 2: 8, 3: 0, 4: 0}",0
767,False,"{'a': 0.5, 'e': 0.694407719373183}",25,5,-52.847056561400564,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
768,False,"{'a': 0.5, 'e': 0.693653795132242}",20,5,-37.78753740904433,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
769,False,"{'a': 0.5, 'e': 0.69289911021615}",25,1,-66.7296667773122,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 1}",1
770,False,"{'a': 0.5, 'e': 0.6921436654525103}",20,0,-26.56253515438732,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
771,False,"{'a': 0.5, 'e': 0.6913874616697592}",25,0,-78.59525154488685,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
772,False,"{'a': 0.5, 'e': 0.6906304996971654}",25,0,-130.8288913311093,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",1
773,False,"{'a': 0.5, 'e': 0.6898727803648294}",25,12,-45.797181178681,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
774,False,"{'a': 0.5, 'e': 0.6891143045036816}",25,0,-46.56955060974481,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
775,False,"{'a': 0.5, 'e': 0.6883550729454826}",20,0,-39.5950576391336,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",1
776,False,"{'a': 0.5, 'e': 0.6875950865228213}",25,10,-37.34849962704999,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
777,False,"{'a': 0.5, 'e': 0.6868343460691148}",20,1,-58.1581871118936,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
778,False,"{'a': 0.5, 'e': 0.6860728524186067}",25,16,-8.184567695868367,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
779,False,"{'a': 0.5, 'e': 0.685310606406367}",20,0,-105.00472284354609,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
780,False,"{'a': 0.5, 'e': 0.68454760886829}",20,0,-17.244134790984415,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
781,False,"{'a': 0.5, 'e': 0.6837838606410952}",20,0,-115.92678439526014,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
782,False,"{'a': 0.5, 'e': 0.6830193625623245}",30,12,-69.34683457971354,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 1}",1
783,False,"{'a': 0.5, 'e': 0.6822541154703424}",30,3,-123.41760345845826,"{0: 16, 1: 2, 2: 6, 3: 2, 4: 1}",1
784,False,"{'a': 0.5, 'e': 0.6814881202043346}",25,6,-119.27676742673876,"{0: 11, 1: 0, 2: 4, 3: 3, 4: 1}",1
785,False,"{'a': 0.5, 'e': 0.6807213776043076}",20,13,-13.574062587077787,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
786,False,"{'a': 0.5, 'e': 0.6799538885110873}",25,10,-63.949165786272765,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 1}",1
787,False,"{'a': 0.5, 'e': 0.6791856537663179}",20,0,-167.0158461482867,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
788,False,"{'a': 0.5, 'e': 0.6784166742124618}",25,0,-22.436378823450774,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
789,False,"{'a': 0.5, 'e': 0.6776469506927979}",25,0,-10.932434564870315,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
790,False,"{'a': 0.5, 'e': 0.676876484051421}",25,0,-90.51558168745989,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
791,False,"{'a': 0.5, 'e': 0.6761052751332407}",25,8,-40.98647858516942,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
792,False,"{'a': 0.5, 'e': 0.6753333247839807}",20,13,12.026921274862117,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.5, 'e': 0.674560633850178}",20,0,-24.02325590810031,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
794,False,"{'a': 0.5, 'e': 0.6737872031791813}",30,0,-67.60186291045531,"{0: 21, 1: 1, 2: 7, 3: 1, 4: 0}",0
795,False,"{'a': 0.5, 'e': 0.6730130336191509}",20,0,-59.82733399857566,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
796,False,"{'a': 0.5, 'e': 0.672238126019057}",20,0,-99.96861953167686,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
797,False,"{'a': 0.5, 'e': 0.6714624812286795}",25,6,-44.858443889207656,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 0}",1
798,False,"{'a': 0.5, 'e': 0.6706861000986066}",25,11,-7.339496812323189,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
799,False,"{'a': 0.5, 'e': 0.6699089834802339}",20,0,-9.005253407441979,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
800,False,"{'a': 0.5, 'e': 0.6691311322257636}",30,11,-44.017917109624065,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 0}",1
801,False,"{'a': 0.5, 'e': 0.6683525471882036}",25,0,-121.18760090513656,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
802,False,"{'a': 0.5, 'e': 0.6675732292213664}",20,2,-31.535057781832194,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
803,False,"{'a': 0.5, 'e': 0.6667931791798682}",25,0,-34.26815258038642,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
804,False,"{'a': 0.5, 'e': 0.6660123979191281}",30,11,-88.4185295324677,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 1}",1
805,False,"{'a': 0.5, 'e': 0.6652308862953671}",25,0,-98.57771424985363,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
806,False,"{'a': 0.5, 'e': 0.6644486451656071}",20,0,-53.740397214007814,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
807,False,"{'a': 0.5, 'e': 0.6636656753876697}",35,11,-131.03399397006515,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 2}",1
808,False,"{'a': 0.5, 'e': 0.6628819778201761}",25,6,-17.12548106396519,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
809,False,"{'a': 0.5, 'e': 0.6620975533225452}",25,2,-25.810034814165544,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 0}",1
810,False,"{'a': 0.5, 'e': 0.6613124027549931}",25,1,-6.941054405693604,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 0}",1
811,False,"{'a': 0.5, 'e': 0.6605265269785325}",25,11,-30.24390316566358,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
812,False,"{'a': 0.5, 'e': 0.6597399268549707}",30,0,-35.09096285027224,"{0: 21, 1: 6, 2: 3, 3: 0, 4: 0}",0
813,False,"{'a': 0.5, 'e': 0.6589526032469101}",25,13,-5.726741779645545,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
814,False,"{'a': 0.5, 'e': 0.6581645570177459}",20,0,-55.46453806993943,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
815,False,"{'a': 0.5, 'e': 0.6573757890316659}",25,14,-4.857430395321922,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
816,False,"{'a': 0.5, 'e': 0.6565863001536495}",25,8,-9.044452322787468,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
817,False,"{'a': 0.5, 'e': 0.6557960912494667}",20,0,-107.58619675438409,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
818,False,"{'a': 0.5, 'e': 0.655005163185677}",20,0,-103.47361321248692,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
819,False,"{'a': 0.5, 'e': 0.6542135168296284}",20,0,-42.53793532086037,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
820,False,"{'a': 0.5, 'e': 0.6534211530494567}",30,0,-62.39302324777693,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
821,False,"{'a': 0.5, 'e': 0.6526280727140846}",30,0,-56.937107890569806,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
822,False,"{'a': 0.5, 'e': 0.6518342766932204}",25,0,-136.1514153005541,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
823,False,"{'a': 0.5, 'e': 0.6510397658573573}",30,0,11.113768994599603,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
824,False,"{'a': 0.5, 'e': 0.6502445410777724}",20,0,-117.52988112106979,"{0: 10, 1: 0, 2: 9, 3: 0, 4: 1}",0
825,False,"{'a': 0.5, 'e': 0.6494486032265256}",20,0,-42.315045451445876,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
826,False,"{'a': 0.5, 'e': 0.6486519531764591}",20,0,-80.87790145245897,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
827,False,"{'a': 0.5, 'e': 0.6478545918011956}",30,7,-37.74282058316389,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 0}",1
828,False,"{'a': 0.5, 'e': 0.6470565199751382}",20,8,-51.22951202337126,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
829,False,"{'a': 0.5, 'e': 0.6462577385734692}",25,0,-20.031453546747763,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
830,False,"{'a': 0.5, 'e': 0.6454582484721488}",30,0,-49.69793348931661,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
831,False,"{'a': 0.5, 'e': 0.6446580505479145}",25,0,-100.28806282063339,"{0: 16, 1: 4, 2: 2, 3: 2, 4: 1}",0
832,False,"{'a': 0.5, 'e': 0.6438571456782796}",30,0,-3.432836640579332,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
833,False,"{'a': 0.5, 'e': 0.6430555347415334}",30,0,-184.5017819971778,"{0: 18, 1: 0, 2: 9, 3: 0, 4: 3}",0
834,False,"{'a': 0.5, 'e': 0.642253218616739}",20,0,-58.51573084068077,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
835,False,"{'a': 0.5, 'e': 0.6414501981837328}",20,0,-131.8495072542734,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
836,False,"{'a': 0.5, 'e': 0.6406464743231237}",20,0,-39.75209403832838,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
837,False,"{'a': 0.5, 'e': 0.6398420479162922}",25,0,-43.802884077115166,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
838,False,"{'a': 0.5, 'e': 0.6390369198453887}",20,0,-56.66706464014334,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
839,False,"{'a': 0.5, 'e': 0.6382310909933335}",25,0,-78.19551818513187,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
840,False,"{'a': 0.5, 'e': 0.6374245622438152}",20,9,-4.579853282402134,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
841,False,"{'a': 0.5, 'e': 0.63661733448129}",30,0,-49.05714219285979,"{0: 22, 1: 0, 2: 8, 3: 0, 4: 0}",0
842,False,"{'a': 0.5, 'e': 0.6358094085909806}",20,0,-42.60038478625721,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
843,False,"{'a': 0.5, 'e': 0.6350007854588753}",20,12,-25.615771252369708,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
844,False,"{'a': 0.5, 'e': 0.6341914659717269}",20,10,2.1047503449353853,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
845,False,"{'a': 0.5, 'e': 0.6333814510170523}",35,0,-165.45671072786627,"{0: 19, 1: 3, 2: 10, 3: 2, 4: 1}",0
846,False,"{'a': 0.5, 'e': 0.6325707414831304}",20,0,-95.17595853035628,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",1
847,False,"{'a': 0.5, 'e': 0.6317593382590022}",20,14,5.772082398601893,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.5, 'e': 0.6309472422344693}",30,3,-60.004561324284474,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 2}",1
849,False,"{'a': 0.5, 'e': 0.6301344543000931}",25,0,-19.8253613625741,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
850,False,"{'a': 0.5, 'e': 0.6293209753471937}",25,13,-27.431367255036886,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
851,False,"{'a': 0.5, 'e': 0.6285068062678489}",30,0,-44.49892543972425,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
852,False,"{'a': 0.5, 'e': 0.6276919479548936}",25,0,-6.7208402431189675,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
853,False,"{'a': 0.5, 'e': 0.6268764013019182}",25,10,-42.380537595417884,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
854,False,"{'a': 0.5, 'e': 0.6260601672032683}",25,7,0.6138615837521306,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
855,False,"{'a': 0.5, 'e': 0.6252432465540428}",20,6,-65.18149493383959,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 1}",1
856,False,"{'a': 0.5, 'e': 0.6244256402500942}",20,6,-78.56618763097842,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
857,False,"{'a': 0.5, 'e': 0.6236073491880263}",25,4,-7.504296752447466,"{0: 17, 1: 3, 2: 1, 3: 0, 4: 0}",1
858,False,"{'a': 0.5, 'e': 0.6227883742651941}",20,0,-107.57796130463863,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
859,False,"{'a': 0.5, 'e': 0.6219687163797026}",20,0,-91.60738247311389,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
860,False,"{'a': 0.5, 'e': 0.6211483764304055}",25,0,-5.109466880889045,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
861,False,"{'a': 0.5, 'e': 0.620327355316905}",20,6,-4.402970456212471,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
862,False,"{'a': 0.5, 'e': 0.6195056539395494}",20,1,-36.25910778230701,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
863,False,"{'a': 0.5, 'e': 0.6186832731994337}",25,0,-78.80222562241747,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
864,False,"{'a': 0.5, 'e': 0.6178602139983977}",25,0,-60.43021332184728,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
865,False,"{'a': 0.5, 'e': 0.6170364772390253}",20,9,-5.862019437288761,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
866,False,"{'a': 0.5, 'e': 0.6162120638246432}",30,15,-20.941536228923383,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
867,False,"{'a': 0.5, 'e': 0.6153869746593204}",30,0,-66.72935050772116,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
868,False,"{'a': 0.5, 'e': 0.6145612106478664}",20,0,-33.120162162053894,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
869,False,"{'a': 0.5, 'e': 0.6137347726958317}",25,9,-3.142470190516706,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
870,False,"{'a': 0.5, 'e': 0.612907661709505}",20,3,-48.29044639893556,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
871,False,"{'a': 0.5, 'e': 0.6120798785959134}",25,0,-43.74854929894218,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
872,False,"{'a': 0.5, 'e': 0.6112514242628211}",20,5,-69.49744398923357,"{0: 11, 1: 0, 2: 1, 3: 2, 4: 1}",1
873,False,"{'a': 0.5, 'e': 0.6104222996187284}",30,0,-138.8567184068438,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 3}",0
874,False,"{'a': 0.5, 'e': 0.6095925055728705}",30,0,-60.02797027475319,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
875,False,"{'a': 0.5, 'e': 0.6087620430352167}",25,3,-20.926266618962885,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
876,False,"{'a': 0.5, 'e': 0.6079309129164696}",20,14,-16.241103858284063,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
877,False,"{'a': 0.5, 'e': 0.6070991161280637}",20,13,1.5335684214989045,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
878,False,"{'a': 0.5, 'e': 0.6062666535821646}",25,0,-10.559223654285692,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
879,False,"{'a': 0.5, 'e': 0.605433526191668}",20,11,-8.118309756485482,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
880,False,"{'a': 0.5, 'e': 0.6045997348701987}",20,0,-0.49592452190001146,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
881,False,"{'a': 0.5, 'e': 0.6037652805321096}",25,0,-29.086914291197253,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
882,False,"{'a': 0.5, 'e': 0.6029301640924807}",20,14,-3.4751531601647243,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.5, 'e': 0.6020943864671178}",25,0,-83.10995080077038,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
884,False,"{'a': 0.5, 'e': 0.6012579485725522}",30,4,-84.62904963726494,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 2}",1
885,False,"{'a': 0.5, 'e': 0.6004208513260391}",20,10,-5.994116229336278,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
886,False,"{'a': 0.5, 'e': 0.5995830956455566}",25,8,-38.294204196965815,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
887,False,"{'a': 0.5, 'e': 0.5987446824498048}",25,19,11.322062880826005,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.5, 'e': 0.5979056126582054}",25,15,-14.335244736394491,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
889,False,"{'a': 0.5, 'e': 0.5970658871908995}",20,0,-22.027746761067785,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
890,False,"{'a': 0.5, 'e': 0.5962255069687475}",30,0,-73.62348220741691,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
891,False,"{'a': 0.5, 'e': 0.595384472913328}",20,0,-23.874992671409657,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
892,False,"{'a': 0.5, 'e': 0.594542785946936}",30,12,-26.698434512639952,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 0}",1
893,False,"{'a': 0.5, 'e': 0.5937004469925833}",35,19,-0.2621117157120745,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
894,False,"{'a': 0.5, 'e': 0.592857456973996}",20,11,-49.61215888895629,"{0: 4, 1: 1, 2: 3, 3: 1, 4: 0}",1
895,False,"{'a': 0.5, 'e': 0.5920138168156147}",20,11,13.196257356971365,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.5, 'e': 0.5911695274425924}",25,0,-14.056397773295483,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
897,False,"{'a': 0.5, 'e': 0.5903245897807947}",30,20,-11.415331213752033,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
898,False,"{'a': 0.5, 'e': 0.5894790047567976}",20,9,-51.693828535659364,"{0: 5, 1: 2, 2: 3, 3: 1, 4: 0}",1
899,False,"{'a': 0.5, 'e': 0.5886327732978871}",20,0,-45.310109299932684,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
900,False,"{'a': 0.5, 'e': 0.5877858963320585}",25,0,-34.35731316923436,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
901,False,"{'a': 0.5, 'e': 0.5869383747880142}",30,0,-78.91340831255553,"{0: 23, 1: 3, 2: 2, 3: 0, 4: 2}",0
902,False,"{'a': 0.5, 'e': 0.5860902095951643}",25,0,-157.0193672650693,"{0: 13, 1: 2, 2: 6, 3: 3, 4: 1}",0
903,False,"{'a': 0.5, 'e': 0.5852414016836243}",30,3,-74.22578630048339,"{0: 20, 1: 2, 2: 3, 3: 1, 4: 1}",1
904,False,"{'a': 0.5, 'e': 0.5843919519842143}",25,0,-83.72243691066028,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
905,False,"{'a': 0.5, 'e': 0.5835418614284589}",25,0,-79.63523773988426,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
906,False,"{'a': 0.5, 'e': 0.5826911309485847}",25,0,-86.26592545588399,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
907,False,"{'a': 0.5, 'e': 0.5818397614775205}",30,0,-84.11275836040608,"{0: 23, 1: 1, 2: 3, 3: 2, 4: 1}",0
908,False,"{'a': 0.5, 'e': 0.5809877539488958}",25,16,4.955100114305555,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
909,False,"{'a': 0.5, 'e': 0.5801351092970397}",20,9,-5.539691813689435,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
910,False,"{'a': 0.5, 'e': 0.5792818284569802}",20,1,-43.46058285943647,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
911,False,"{'a': 0.5, 'e': 0.5784279123644424}",20,0,-169.22216402156099,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 4}",0
912,False,"{'a': 0.5, 'e': 0.5775733619558486}",35,22,13.337393917871088,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
913,False,"{'a': 0.5, 'e': 0.5767181781683167}",20,12,-8.024063334380209,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
914,False,"{'a': 0.5, 'e': 0.5758623619396588}",20,10,18.836007503565032,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.5, 'e': 0.5750059142083807}",20,7,-9.705808722810842,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
916,False,"{'a': 0.5, 'e': 0.5741488359136808}",30,0,-31.765994686708282,"{0: 25, 1: 3, 2: 1, 3: 0, 4: 1}",0
917,False,"{'a': 0.5, 'e': 0.5732911279954491}",25,18,-7.8822453596612485,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
918,False,"{'a': 0.5, 'e': 0.5724327913942658}",25,2,-18.61572074029551,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
